cycle,event,a,b,c,d,e
101,decode,19,0,0,53,0
102,operand,8,5,15,1,19
102,value,1,1814,0,0,0
102,imm,1,2,0,1039,0
102,decode,51,0,4,1,4
102,hazard,muldiv_busy,0,0,0,0
103,operand,17,11,30,1,19
103,value,72,7,0,0,0
103,imm,1,2,0,1726,0
103,decode,51,0,4,1,4
103,hazard,muldiv_busy,0,0,0,0
104,decode,51,0,4,1,4
104,hazard,muldiv_busy,0,0,0,0
105,decode,51,0,4,1,4
105,hazard,muldiv_busy,0,0,0,0
106,decode,51,0,4,1,4
106,hazard,muldiv_busy,0,0,0,0
107,decode,51,0,4,1,4
107,hazard,muldiv_busy,0,0,0,0
108,decode,51,0,4,1,4
108,hazard,muldiv_busy,0,0,0,0
109,decode,51,0,4,1,4
109,hazard,muldiv_busy,0,0,0,0
110,decode,51,0,4,1,4
110,hazard,muldiv_busy,0,0,0,0
111,decode,51,0,4,1,4
111,hazard,muldiv_busy,0,0,0,0
112,decode,51,0,4,1,4
112,hazard,muldiv_busy,0,0,0,0
113,decode,51,0,4,1,4
113,hazard,muldiv_busy,0,0,0,0
114,decode,51,0,4,1,4
114,hazard,muldiv_busy,0,0,0,0
115,decode,51,0,4,1,4
115,hazard,muldiv_busy,0,0,0,0
116,decode,51,0,4,1,4
116,hazard,muldiv_busy,0,0,0,0
117,decode,51,0,4,1,4
117,hazard,muldiv_busy,0,0,0,0
118,decode,51,0,4,1,4
118,hazard,muldiv_busy,0,0,0,0
119,decode,51,0,4,1,4
119,hazard,muldiv_busy,0,0,0,0
120,decode,51,0,4,1,4
120,hazard,muldiv_busy,0,0,0,0
121,decode,51,0,4,1,4
121,hazard,muldiv_busy,0,0,0,0
122,decode,51,0,4,1,4
122,hazard,muldiv_busy,0,0,0,0
123,decode,51,0,4,1,4
123,hazard,muldiv_busy,0,0,0,0
124,decode,51,0,4,1,4
124,hazard,muldiv_busy,0,0,0,0
125,decode,51,0,4,1,4
125,hazard,muldiv_busy,0,0,0,0
126,decode,51,0,4,1,4
126,hazard,muldiv_busy,0,0,0,0
127,decode,51,0,4,1,4
127,hazard,muldiv_busy,0,0,0,0
128,decode,51,0,4,1,4
128,hazard,muldiv_busy,0,0,0,0
129,decode,51,0,4,1,4
129,hazard,muldiv_busy,0,0,0,0
130,decode,51,0,4,1,4
130,hazard,muldiv_busy,0,0,0,0
131,decode,51,0,4,1,4
131,hazard,muldiv_busy,0,0,0,0
132,decode,51,0,4,1,4
132,hazard,muldiv_busy,0,0,0,0
133,decode,51,0,4,1,4
133,hazard,muldiv_busy,0,0,0,0
134,decode,51,0,4,1,4
134,hazard,muldiv_busy,0,0,0,0
135,decode,51,0,4,1,4
135,hazard,muldiv_busy,0,0,0,0
136,decode,51,0,4,1,4
136,hazard,muldiv_busy,0,0,0,0
137,decode,51,0,4,1,4
137,hazard,muldiv_busy,0,0,0,0
138,decode,51,0,4,1,4
139,decode,51,0,5,0,5
140,operand,27,6,30,1,51
140,value,0,7,0,0,0
140,decode,19,0,1,0,1
141,operand,8,20,21,1,51
141,value,872,4294967295,0,0,0
141,decode,51,0,5,32,5
142,operand,25,11,12,1,19
142,value,72,862,0,0,0
142,imm,1,2,0,12,0
142,decode,51,0,3,0,3
143,operand,26,29,14,1,51
143,value,1111,0,0,0,0
143,decode,51,0,5,32,5
144,operand,11,21,15,1,51
144,value,4294967295,1814,0,0,0
144,decode,19,0,7,49,7
145,operand,25,9,26,1,51
145,value,3,1111,0,0,0
145,decode,51,0,6,0,6
146,operand,16,23,4,1,19
146,value,931,0,0,0,0
146,imm,1,2,0,1572,0
146,decode,19,0,5,0,5
147,operand,19,22,15,1,51
147,value,575,1814,0,0,0
147,decode,51,0,3,1,3
147,hazard,muldiv_busy,0,0,0,0
148,operand,27,24,21,1,19
148,value,0,4294967295,0,0,0
148,imm,1,2,0,21,0
148,decode,51,0,3,1,3
148,hazard,muldiv_busy,0,0,0,0
149,decode,51,0,3,1,3
149,hazard,muldiv_busy,0,0,0,0
150,decode,51,0,3,1,3
150,hazard,muldiv_busy,0,0,0,0
151,decode,51,0,3,1,3
152,decode,35,0,2,1,2
153,operand,16,15,21,1,51
153,value,1814,4294967295,0,0,0
153,decode,35,0,1,0,1
153,ls,0,1,2,0,0
154,operand,28,31,6,3,35
154,value,320,0,0,0,0
154,imm,2,2,0,60,0
154,decode,51,0,0,1,0
154,ls,0,1,1,0,0
154,hazard,muldiv_busy,0,0,0,0
155,operand,4,31,13,3,35
155,value,320,4294967168,0,0,0
155,imm,2,2,0,4,0
155,decode,51,0,0,1,0
155,hazard,muldiv_busy,0,0,0,0
156,decode,51,0,0,1,0
156,hazard,muldiv_busy,0,0,0,0
157,decode,51,0,0,1,0
157,hazard,muldiv_busy,0,0,0,0
158,decode,51,0,0,1,0
159,decode,19,0,3,103,3
160,operand,29,6,18,1,51
160,value,0,0,0,0,0
160,decode,19,0,5,0,5
161,operand,22,13,19,1,19
161,value,4294967168,1855,0,0,0
161,imm,1,3,0,4294966515,0
161,decode,51,0,1,0,1
162,operand,10,23,1,1,19
162,value,931,0,0,0,0
162,imm,1,2,0,1,0
162,decode,51,0,5,0,5
163,operand,15,6,28,1,51
163,value,0,1728,0,0,0
163,decode,51,0,0,32,0
164,operand,9,12,28,1,51
164,value,862,1728,0,0,0
164,decode,51,0,5,32,5
165,operand,13,24,7,1,51
165,value,0,8,0,0,0
165,decode,19,0,5,32,5
166,operand,5,24,27,1,51
166,value,0,0,0,0,0
166,decode,19,0,6,41,6
167,operand,7,23,7,1,19
167,value,931,8,0,0,0
167,imm,1,2,0,1031,0
167,decode,115,1,0,0,0
168,operand,22,13,18,1,19
168,value,4294967288,0,0,0,0
168,imm,1,2,0,1330,0
168,decode,19,1,0,0,0
169,decode,0,1,0,0,0
169,redirect,1,0,0,0,0
169,trap,2,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,19,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,19,0,0,0,0
6,operand,0,0,0,1,19
6,value,0,0,0,0,0
6,imm,1,1,1,0,0
6,decode,19,0,0,0,0
7,operand,1,0,0,1,19
7,value,0,0,0,0,0
7,imm,1,1,1,0,0
7,decode,19,0,0,0,0
8,operand,2,0,0,1,19
8,value,0,0,0,0,0
8,imm,1,1,1,0,0
8,decode,19,0,0,0,0
9,operand,3,0,0,1,19
9,value,0,0,0,0,0
9,imm,1,1,1,0,0
9,decode,19,0,0,0,0
10,operand,4,0,0,1,19
10,value,0,0,0,0,0
10,imm,1,1,1,0,0
10,decode,19,0,0,0,0
11,operand,5,0,0,1,19
11,value,0,0,0,0,0
11,imm,1,1,1,0,0
11,decode,19,0,0,0,0
12,operand,6,0,0,1,19
12,value,0,0,0,0,0
12,imm,1,1,1,0,0
12,decode,19,0,0,0,0
13,operand,7,0,0,1,19
13,value,0,0,0,0,0
13,imm,1,1,1,0,0
13,decode,19,0,0,0,0
14,operand,8,0,0,1,19
14,value,0,0,0,0,0
14,imm,1,1,1,0,0
14,decode,19,0,0,0,0
15,operand,9,0,0,1,19
15,value,0,0,0,0,0
15,imm,1,1,1,0,0
15,decode,19,0,0,0,0
16,operand,10,0,0,1,19
16,value,0,0,0,0,0
16,imm,1,1,1,0,0
16,decode,19,0,0,0,0
17,operand,11,0,0,1,19
17,value,0,0,0,0,0
17,imm,1,1,1,0,0
17,decode,19,0,0,0,0
18,operand,12,0,0,1,19
18,value,0,0,0,0,0
18,imm,1,1,1,0,0
18,decode,19,0,0,0,0
19,operand,13,0,0,1,19
19,value,0,0,0,0,0
19,imm,1,1,1,0,0
19,decode,19,0,0,0,0
20,operand,14,0,0,1,19
20,value,0,0,0,0,0
20,imm,1,1,1,0,0
20,decode,19,0,0,0,0
21,operand,15,0,0,1,19
21,value,0,0,0,0,0
21,imm,1,1,1,0,0
21,decode,19,0,0,0,0
22,operand,16,0,0,1,19
22,value,0,0,0,0,0
22,imm,1,1,1,0,0
22,decode,19,0,0,0,0
23,operand,17,0,0,1,19
23,value,0,0,0,0,0
23,imm,1,1,1,0,0
23,decode,19,0,0,0,0
24,operand,18,0,0,1,19
24,value,0,0,0,0,0
24,imm,1,1,1,0,0
24,decode,19,0,0,0,0
25,operand,19,0,0,1,19
25,value,0,0,0,0,0
25,imm,1,1,1,0,0
25,decode,19,0,0,0,0
26,operand,20,0,0,1,19
26,value,0,0,0,0,0
26,imm,1,1,1,0,0
26,decode,19,0,0,0,0
27,operand,21,0,0,1,19
27,value,0,0,0,0,0
27,imm,1,1,1,0,0
27,decode,19,0,0,0,0
28,operand,22,0,0,1,19
28,value,0,0,0,0,0
28,imm,1,1,1,0,0
28,decode,19,0,0,0,0
29,operand,23,0,0,1,19
29,value,0,0,0,0,0
29,imm,1,1,1,0,0
29,decode,19,0,0,0,0
30,operand,24,0,0,1,19
30,value,0,0,0,0,0
30,imm,1,1,1,0,0
30,decode,19,0,0,0,0
31,operand,25,0,0,1,19
31,value,0,0,0,0,0
31,imm,1,1,1,0,0
31,decode,19,0,0,0,0
32,operand,26,0,0,1,19
32,value,0,0,0,0,0
32,imm,1,1,1,0,0
32,decode,19,0,0,0,0
33,operand,27,0,0,1,19
33,value,0,0,0,0,0
33,imm,1,1,1,0,0
33,decode,19,0,0,0,0
34,operand,28,0,0,1,19
34,value,0,0,0,0,0
34,imm,1,1,1,0,0
34,decode,19,0,0,0,0
35,operand,29,0,0,1,19
35,value,0,0,0,0,0
35,imm,1,1,1,0,0
35,decode,19,0,0,0,0
36,operand,30,0,0,1,19
36,value,0,0,0,0,0
36,imm,1,1,1,0,0
36,decode,19,0,0,0,0
37,operand,31,0,0,1,19
37,value,0,0,0,0,0
37,imm,1,1,1,0,0
37,decode,19,0,0,0,0
38,operand,0,0,0,1,19
38,value,0,0,0,0,0
38,imm,1,1,1,0,0
38,decode,19,0,0,0,0
39,operand,0,1,0,1,19
39,value,0,0,0,0,0
39,imm,1,1,1,0,0
39,decode,19,0,0,0,0
40,operand,0,2,0,1,19
40,value,0,0,0,0,0
40,imm,1,1,1,0,0
40,decode,19,0,0,0,0
41,operand,0,3,0,1,19
41,value,0,0,0,0,0
41,imm,1,1,1,0,0
41,decode,19,0,0,0,0
42,operand,0,4,0,1,19
42,value,0,0,0,0,0
42,imm,1,1,1,0,0
42,decode,19,0,0,0,0
43,operand,0,5,0,1,19
43,value,0,0,0,0,0
43,imm,1,1,1,0,0
43,decode,19,0,0,0,0
44,operand,0,6,0,1,19
44,value,0,0,0,0,0
44,imm,1,1,1,0,0
44,decode,19,0,0,0,0
45,operand,0,7,0,1,19
45,value,0,0,0,0,0
45,imm,1,1,1,0,0
45,decode,19,0,0,0,0
46,operand,0,8,0,1,19
46,value,0,0,0,0,0
46,imm,1,1,1,0,0
46,decode,19,0,0,0,0
47,operand,0,9,0,1,19
47,value,0,0,0,0,0
47,imm,1,1,1,0,0
47,decode,19,0,0,0,0
48,operand,0,10,0,1,19
48,value,0,0,0,0,0
48,imm,1,1,1,0,0
48,decode,19,0,0,0,0
49,operand,0,11,0,1,19
49,value,0,0,0,0,0
49,imm,1,1,1,0,0
49,decode,19,0,0,0,0
50,operand,0,12,0,1,19
50,value,0,0,0,0,0
50,imm,1,1,1,0,0
50,decode,19,0,0,0,0
51,operand,0,13,0,1,19
51,value,0,0,0,0,0
51,imm,1,1,1,0,0
51,decode,19,0,0,0,0
52,operand,0,14,0,1,19
52,value,0,0,0,0,0
52,imm,1,1,1,0,0
52,decode,19,0,0,0,0
53,operand,0,15,0,1,19
53,value,0,0,0,0,0
53,imm,1,1,1,0,0
53,decode,19,0,0,0,0
54,operand,0,16,0,1,19
54,value,0,0,0,0,0
54,imm,1,1,1,0,0
54,decode,19,0,0,0,0
55,operand,0,17,0,1,19
55,value,0,0,0,0,0
55,imm,1,1,1,0,0
55,decode,19,0,0,0,0
56,operand,0,18,0,1,19
56,value,0,0,0,0,0
56,imm,1,1,1,0,0
56,decode,19,0,0,0,0
57,operand,0,19,0,1,19
57,value,0,0,0,0,0
57,imm,1,1,1,0,0
57,decode,19,0,0,0,0
58,operand,0,20,0,1,19
58,value,0,0,0,0,0
58,imm,1,1,1,0,0
58,decode,19,0,0,0,0
59,operand,0,21,0,1,19
59,value,0,0,0,0,0
59,imm,1,1,1,0,0
59,decode,19,0,0,0,0
60,operand,0,22,0,1,19
60,value,0,0,0,0,0
60,imm,1,1,1,0,0
60,decode,19,0,0,0,0
61,operand,0,23,0,1,19
61,value,0,0,0,0,0
61,imm,1,1,1,0,0
61,decode,19,0,0,0,0
62,operand,0,24,0,1,19
62,value,0,0,0,0,0
62,imm,1,1,1,0,0
62,decode,19,0,0,0,0
63,operand,0,25,0,1,19
63,value,0,0,0,0,0
63,imm,1,1,1,0,0
63,decode,19,0,0,0,0
64,operand,0,26,0,1,19
64,value,0,0,0,0,0
64,imm,1,1,1,0,0
64,decode,19,0,0,0,0
65,operand,0,27,0,1,19
65,value,0,0,0,0,0
65,imm,1,1,1,0,0
65,decode,19,0,0,0,0
66,operand,0,28,0,1,19
66,value,0,0,0,0,0
66,imm,1,1,1,0,0
66,decode,19,0,0,0,0
67,operand,0,29,0,1,19
67,value,0,0,0,0,0
67,imm,1,1,1,0,0
67,decode,19,0,0,0,0
68,operand,0,30,0,1,19
68,value,0,0,0,0,0
68,imm,1,1,1,0,0
68,decode,51,0,0,0,0
69,operand,0,31,0,1,19
69,value,0,0,0,0,0
69,imm,1,1,1,0,0
69,decode,51,0,0,0,0
70,operand,0,0,0,1,51
70,value,0,0,0,0,0
70,decode,51,0,0,0,0
71,operand,0,0,1,1,51
71,value,0,0,0,0,0
71,decode,51,0,0,0,0
72,operand,0,0,2,1,51
72,value,0,0,0,0,0
72,decode,51,0,0,0,0
73,operand,0,0,3,1,51
73,value,0,0,0,0,0
73,decode,51,0,0,0,0
74,operand,0,0,4,1,51
74,value,0,0,0,0,0
74,decode,51,0,0,0,0
75,operand,0,0,5,1,51
75,value,0,0,0,0,0
75,decode,51,0,0,0,0
76,operand,0,0,6,1,51
76,value,0,0,0,0,0
76,decode,51,0,0,0,0
77,operand,0,0,7,1,51
77,value,0,0,0,0,0
77,decode,51,0,0,0,0
78,operand,0,0,8,1,51
78,value,0,0,0,0,0
78,decode,51,0,0,0,0
79,operand,0,0,9,1,51
79,value,0,0,0,0,0
79,decode,51,0,0,0,0
80,operand,0,0,10,1,51
80,value,0,0,0,0,0
80,decode,51,0,0,0,0
81,operand,0,0,11,1,51
81,value,0,0,0,0,0
81,decode,51,0,0,0,0
82,operand,0,0,12,1,51
82,value,0,0,0,0,0
82,decode,51,0,0,0,0
83,operand,0,0,13,1,51
83,value,0,0,0,0,0
83,decode,51,0,0,0,0
84,operand,0,0,14,1,51
84,value,0,0,0,0,0
84,decode,51,0,0,0,0
85,operand,0,0,15,1,51
85,value,0,0,0,0,0
85,decode,51,0,0,0,0
86,operand,0,0,16,1,51
86,value,0,0,0,0,0
86,decode,51,0,0,0,0
87,operand,0,0,17,1,51
87,value,0,0,0,0,0
87,decode,51,0,0,0,0
88,operand,0,0,18,1,51
88,value,0,0,0,0,0
88,decode,51,0,0,0,0
89,operand,0,0,19,1,51
89,value,0,0,0,0,0
89,decode,51,0,0,0,0
90,operand,0,0,20,1,51
90,value,0,0,0,0,0
90,decode,51,0,0,0,0
91,operand,0,0,21,1,51
91,value,0,0,0,0,0
91,decode,51,0,0,0,0
92,operand,0,0,22,1,51
92,value,0,0,0,0,0
92,decode,51,0,0,0,0
93,operand,0,0,23,1,51
93,value,0,0,0,0,0
93,decode,51,0,0,0,0
94,operand,0,0,24,1,51
94,value,0,0,0,0,0
94,decode,51,0,0,0,0
95,operand,0,0,25,1,51
95,value,0,0,0,0,0
95,decode,51,0,0,0,0
96,operand,0,0,26,1,51
96,value,0,0,0,0,0
96,decode,51,0,0,0,0
97,operand,0,0,27,1,51
97,value,0,0,0,0,0
97,decode,51,0,0,0,0
98,operand,0,0,28,1,51
98,value,0,0,0,0,0
98,decode,51,0,0,0,0
99,operand,0,0,29,1,51
99,value,0,0,0,0,0
99,decode,51,0,0,0,0
100,operand,0,0,30,1,51
100,value,0,0,0,0,0
100,decode,19,0,0,0,0
101,operand,0,0,31,1,51
101,value,0,0,0,0,0
101,decode,19,0,0,0,0
102,operand,5,0,0,1,19
102,value,0,0,0,0,0
102,imm,1,1,1,0,0
102,decode,19,0,0,127,0
103,operand,6,0,1,1,19
103,value,0,0,0,0,0
103,imm,1,2,0,1,0
103,decode,55,0,0,64,0
104,operand,7,0,31,1,19
104,value,0,0,0,0,0
104,imm,1,3,0,4294967295,0
104,decode,19,0,0,127,0
105,operand,8,0,0,7,55
105,value,0,0,0,0,0
105,imm,4,3,2,2147483648,0
105,decode,55,0,0,64,0
106,operand,8,8,31,1,19
106,value,2147483648,0,0,0,0
106,imm,1,3,0,4294967295,0
106,decode,19,0,0,127,0
107,operand,9,0,0,7,55
107,value,0,0,0,0,0
107,imm,4,3,2,2147483648,0
107,decode,51,0,0,0,0
108,operand,10,0,31,1,19
108,value,0,0,0,0,0
108,imm,1,3,0,4294967295,0
108,decode,51,0,0,0,0
109,operand,0,5,0,1,51
109,value,0,0,0,0,0
109,decode,51,0,0,0,0
110,operand,0,6,0,1,51
110,value,1,0,0,0,0
110,decode,51,0,0,0,0
111,operand,0,7,0,1,51
111,value,4294967295,0,0,0,0
111,decode,51,0,0,0,0
112,operand,0,8,0,1,51
112,value,2147483647,0,0,0,0
112,decode,51,0,0,0,0
113,operand,0,9,0,1,51
113,value,2147483648,0,0,0,0
113,decode,51,0,0,0,0
114,operand,0,10,0,1,51
114,value,4294967295,0,0,0,0
114,decode,51,0,0,0,0
115,operand,0,0,5,1,51
115,value,0,0,0,0,0
115,decode,51,0,0,0,0
116,operand,0,0,6,1,51
116,value,0,1,0,0,0
116,decode,51,0,0,0,0
117,operand,0,0,7,1,51
117,value,0,4294967295,0,0,0
117,decode,51,0,0,0,0
118,operand,0,0,8,1,51
118,value,0,2147483647,0,0,0
118,decode,51,0,0,0,0
119,operand,0,0,9,1,51
119,value,0,2147483648,0,0,0
119,decode,19,0,0,0,0
120,operand,0,0,10,1,51
120,value,0,4294967295,0,0,0
120,decode,19,0,0,64,0
121,operand,0,0,0,1,19
121,value,0,0,0,0,0
121,imm,1,1,1,0,0
121,decode,19,0,0,63,0
122,operand,11,0,0,1,19
122,value,0,0,0,0,0
122,imm,1,3,2,4294965248,0
122,decode,35,0,0,0,0
123,operand,12,0,31,1,19
123,value,0,0,0,0,0
123,imm,1,2,3,2047,0
123,decode,35,0,0,64,0
123,ls,0,1,0,0,0
124,operand,0,2,0,3,35
124,value,0,0,0,0,0
124,imm,2,1,1,0,0
124,decode,35,0,0,63,0
124,ls,0,1,0,0,0
125,operand,0,2,0,3,35
125,value,0,0,0,0,0
125,imm,2,3,2,4294965248,0
125,decode,99,0,1,0,1
125,branch,0,0,0,0,0
125,ls,0,1,0,3,0
126,operand,31,2,0,3,35
126,value,0,0,0,0,0
126,imm,2,2,3,2047,0
126,decode,99,0,0,63,0
126,branch,1,0,0,0,0
126,bp,0,0,0,0,0
127,operand,0,0,0,4,99
127,value,0,0,0,0,0
127,imm,3,1,1,0,0
127,decode,0,1,0,0,0
127,bp,1,0,0,0,0
127,redirect,1,0,0,0,0
128,operand,31,0,0,4,99
128,value,0,0,0,0,0
128,imm,3,2,3,4094,0
128,hazard,fetch_stall,0,0,0,0
130,decode,111,0,1,0,1
130,jump,1,0,0,0,0
131,decode,0,1,0,0,0
131,bp,1,0,0,0,0
131,redirect,1,0,0,0,0
132,operand,0,0,0,5,111
132,value,0,0,0,0,0
132,imm,5,2,0,4096,0
132,hazard,fetch_stall,0,0,0,0
134,decode,99,0,1,64,1
134,branch,0,1,0,0,0
135,decode,55,0,0,0,0
135,bp,0,0,0,0,0
136,operand,0,0,0,4,99
136,value,0,0,0,0,0
136,imm,3,3,2,4294963200,0
136,decode,55,0,0,64,0
137,operand,13,0,0,7,55
137,value,0,0,0,0,0
137,imm,4,1,1,0,0
137,decode,55,0,7,63,7
138,operand,14,0,0,7,55
138,value,0,0,0,0,0
138,imm,4,3,2,2147483648,0
138,decode,55,0,7,127,7
139,operand,15,31,31,7,55
139,value,0,0,0,0,0
139,imm,4,2,3,2147479552,0
139,decode,111,0,0,0,0
139,jump,1,0,0,0,0
139,ras,push,0,0,0,0
140,operand,16,31,31,7,55
140,value,0,0,0,0,0
140,imm,4,3,4,4294963200,0
140,decode,115,0,0,0,0
140,bp,1,0,0,0,0
140,redirect,1,0,0,0,0
141,operand,1,0,8,5,111
141,value,0,2147483647,0,0,0
141,imm,5,2,0,8,0
141,hazard,fetch_stall,0,0,0,0
143,decode,111,0,7,127,7
143,jump,1,0,0,0,0
144,decode,0,1,0,0,0
144,bp,1,0,0,0,0
144,redirect,1,0,0,0,0
145,operand,0,31,29,5,111
145,value,0,0,0,0,0
145,imm,5,3,0,4294967292,0
145,hazard,fetch_stall,0,0,0,0
147,decode,115,0,0,0,0
148,decode,111,0,7,127,7
148,jump,1,0,0,0,0
148,hazard,fetch_stall,0,0,0,0
149,decode,111,0,7,127,7
149,jump,1,0,0,0,0
149,redirect,1,0,0,0,0
149,trap,2,0,0,0,0
1,hazard,mem_stall,0,0,0,0
2,hazard,mem_stall,0,0,0,0
3,hazard,mem_stall,0,0,0,0
4,hazard,mem_stall,0,0,0,0
6,decode,55,0,4,0,4
6,hazard,mem_stall,0,0,0,0
7,decode,55,0,4,0,4
7,hazard,mem_stall,0,0,0,0
8,decode,55,0,4,0,4
8,hazard,mem_stall,0,0,0,0
9,decode,55,0,4,0,4
10,decode,19,0,0,0,0
10,hazard,mem_stall,0,0,0,0
11,decode,19,0,0,0,0
11,hazard,mem_stall,0,0,0,0
12,decode,19,0,0,0,0
12,hazard,mem_stall,0,0,0,0
13,decode,19,0,0,0,0
14,decode,23,0,0,0,0
14,hazard,mem_stall,0,0,0,0
15,decode,23,0,0,0,0
15,hazard,mem_stall,0,0,0,0
16,decode,23,0,0,0,0
16,hazard,mem_stall,0,0,0,0
17,operand,2,2,0,1,19
17,value,16384,0,0,0,0
17,imm,1,1,1,0,0
17,decode,23,0,0,0,0
18,decode,19,0,0,0,0
18,hazard,mem_stall,0,0,0,0
19,decode,19,0,0,0,0
19,hazard,mem_stall,0,0,0,0
20,decode,19,0,0,0,0
20,hazard,mem_stall,0,0,0,0
21,operand,5,0,0,7,23
21,value,0,0,0,0,0
21,imm,4,1,1,0,0
21,decode,19,0,0,0,0
22,decode,3,0,2,0,2
22,hazard,mem_stall,0,0,0,0
23,decode,3,0,2,0,2
23,hazard,mem_stall,0,0,0,0
24,decode,3,0,2,0,2
24,hazard,mem_stall,0,0,0,0
25,operand,5,5,28,1,19
25,value,8,0,0,0,0
25,imm,1,2,0,28,0
25,decode,3,0,2,0,2
26,decode,19,0,0,0,0
26,ls,1,0,2,0,0
26,hazard,load_use,0,0,0,0
26,hazard,mem_stall,0,0,0,0
27,decode,19,0,0,0,0
27,ls,1,0,2,0,0
27,hazard,load_use,0,0,0,0
27,hazard,mem_stall,0,0,0,0
28,decode,19,0,0,0,0
28,ls,1,0,2,0,0
28,hazard,load_use,0,0,0,0
28,hazard,mem_stall,0,0,0,0
29,operand,9,5,0,2,3
29,value,36,0,0,0,0
29,imm,1,1,1,0,0
29,decode,19,0,0,0,0
29,ls,1,0,2,0,0
29,hazard,load_use,0,0,0,0
30,decode,19,0,0,0,0
30,hazard,mem_stall,0,0,0,0
31,operand,9,5,0,2,3
31,value,36,0,0,0,0
31,imm,1,1,1,0,0
31,decode,19,0,0,0,0
32,decode,51,0,0,0,0
32,hazard,mem_stall,0,0,0,0
33,decode,51,0,0,0,0
34,decode,35,0,2,0,2
34,hazard,mem_stall,0,0,0,0
35,decode,35,0,2,0,2
35,hazard,mem_stall,0,0,0,0
36,decode,35,0,2,0,2
36,hazard,mem_stall,0,0,0,0
37,operand,19,18,9,1,51
37,value,34,33,0,0,0
37,decode,35,0,2,0,2
38,decode,115,0,0,0,0
38,ls,0,1,2,0,0
38,hazard,mem_stall,0,0,0,0
39,decode,115,0,0,0,0
39,ls,0,1,2,0,0
39,hazard,mem_stall,0,0,0,0
40,decode,115,0,0,0,0
40,ls,0,1,2,0,0
40,hazard,mem_stall,0,0,0,0
41,operand,4,5,19,3,35
41,value,36,67,0,0,0
41,imm,2,2,0,4,0
41,decode,115,0,0,0,0
41,ls,0,1,2,0,0
42,decode,19,1,0,0,0
42,hazard,mem_stall,0,0,0,0
43,decode,19,1,0,0,0
43,hazard,mem_stall,0,0,0,0
44,decode,19,1,0,0,0
44,hazard,mem_stall,0,0,0,0
45,operand,0,0,1,6,115
45,value,0,0,0,0,0
45,imm,1,2,0,1,0
45,decode,19,1,0,0,0
46,decode,0,1,0,0,0
46,hazard,mem_stall,0,0,0,0
46,trap,2,0,0,0,0
47,decode,0,1,0,0,0
47,hazard,mem_stall,0,0,0,0
47,trap,2,0,0,0,0
48,decode,0,1,0,0,0
48,hazard,mem_stall,0,0,0,0
48,trap,2,0,0,0,0
49,decode,0,1,0,0,0
49,redirect,1,0,0,0,0
49,trap,2,0,0,0,0
